    4.00  155.0
    4.26  155.0
    4.53  155.0
    4.82  155.0
    5.13  155.0
    5.46  155.0
    5.81  155.0
    6.18  155.0
    6.58  155.0
    7.00  155.0
    7.45  155.0
    7.92  155.0
    8.43  155.0
    8.97  155.0
    9.55  155.0
   10.16  155.0
   10.81  155.0
   11.50  155.0
   12.24  155.0
   13.03  155.0
   13.86  155.0
   14.75  155.0
   15.70  155.0
   16.70  155.0
   17.78  155.0
   18.91  155.0
   20.13  155.0
   21.42  155.0
   22.79  155.0
   24.25  155.0
   25.81  155.0
   27.46  155.0
   29.22  155.0
   31.10  155.0
   33.09  155.0
   35.21  155.0
   37.47  155.0
   39.87  155.0
   42.43  155.0
   45.15  155.0
   48.04  155.0
   51.13  155.0
   54.40  155.0
   57.89  155.0
   61.60  155.0
   65.55  155.0
   69.76  155.0
   74.23  155.0
   78.99  155.0
   84.05  155.0
   89.44  155.0
   95.18  155.0
  101.28  155.0
  107.77  155.0
  114.68  155.0
  122.04  155.0
  129.86  155.0
  138.19  155.0
  147.05  155.0
  156.48  155.0
  166.51  155.0
  177.19  155.0
  188.55  155.0
  200.64  155.0
  213.50  155.0
  227.19  155.0
  241.76  155.0
  257.26  155.0
  273.75  155.0
  291.31  155.0
  309.98  155.0
  329.86  155.0
  351.01  155.0
  373.52  155.0
  397.46  155.0
  422.95  155.0
  450.07  155.0
  478.92  155.0
  509.63  155.0
  542.31  155.0
  577.08  155.0
  614.08  155.0
  653.45  155.0
  695.35  155.0
  739.94  155.0
  787.38  155.0
  837.87  155.0
  891.59  155.0
  948.75  155.0
 1009.59  155.0
 1074.32  155.0
 1143.20  155.0
 1216.50  155.0
 1294.50  155.0
 1377.50  155.0
 1465.82  155.0
 1559.81  155.0
 1659.82  155.0
 1766.24  155.0
 1879.49  155.0
 2000.00  155.0
